review,target
"Watching Cliffhanger makes me nostalgic for the early '90s, a time when virtually every new action movie could be described as ""Die Hard in a /on a."" Cliffhanger is ""Die Hard on a mountain,"" and pretty good, for what it is.<br /><br />But unlike Passenger 57 and Under Siege, which are decent Die Hard clones on their own terms, Cliffhanger dispenses with the enclosed feeling of many action movies and embraces breathtaking landscapes that, in their immensity, threaten to overwhelm and trivialize the conflicts of the people fighting and dying among the peaks.<br /><br />Years before other movies like A Simple Plan and Fargo dramatized crime and murder on snowbound locations, Cliffhanger director Renny Harlin recognized the visual impact of juxtaposing brutal violence and grim struggles to survive against cold and indifferent natural surroundings.<br /><br />The opening sequence has already received substantial praise, all of which it deserves: its intensity allows us to forget the artifice of the camera and the actors and simply believe that what we are seeing is actually happening. Not even Harlin's shot of the falling stuffed animal, which is powerfully effective but still threatens to become too much of a joke (and which he repeated in Deep Blue Sea), or the ridiculous expression on Ralph Waite's face, can dim the sequence's power.<br /><br />The next impressive set-piece is the gunfight and heist aboard the jet. As written by Stallone and Michael France and directed by Harlin, the audience is plunged into the action by not initially knowing which agents are involved in the theft and which are not: the bloody double-crosses are completely unexpected. As Roger Ebert has observed, the stuntman who made the mid-air transfer between the planes deserves some special recognition.<br /><br />Later, during the avalanche sequence, one of the terrorists/thieves appears to be actually falling as the wall of snow carries him down the mountain. So far as I know, no one was killed in the making of this movie (a small miracle, considering the extreme nature of some of the stunts), so obviously a dummy was used for the shot. But the shot itself remains impressive because we're left wondering how Harlin (or more likely one of the second-unit directors) knew exactly where to place the camera.<br /><br />I'll take Sly Stallone as my action hero any day of the week, because he's one of the few movie stars I've ever seen who's completely convincing as someone who can withstand a lot of physical and emotional pain, and at the same time actually feels that pain. The role of Gabe Walker really complements Stallone's acting strengths: he plays an older, more vulnerable kind of action hero, giving an impressively low-key performance as a mountain rescuer who must redeem himself.<br /><br />In contrast to many of today's post-Matrix, comic book-inspired action heroes, Stallone's Walker is an ordinary man who becomes a hero without any paranormal or computer-enhanced abilities. In Cliffhanger, the hero almost freezes to death, and his clothes start to show big tears as he barely escapes one dangerous situation after another. He winces when he's hit and bleeds when he's cut, particularly in the cavern sequence when he takes a Rocky-style pummeling from one of the mad-dog villains.<br /><br />It should be noted that the utterly despicable villains really contribute to the movie's effectiveness: when I first saw this movie as a teenager, I was rooting for the good guys every step of the way and anticipating when another bad guy would bite the dust (or rather, the ice); at one point I actually cheered as one of the most cold-blooded characters in the movie deservedly suffered a violent demise.<br /><br />Lithgow's British accent is as unconvincing as the movie's occasional model plane or model helicopter, but he's fundamentally a good actor, and one of the few who can perfectly recite silly dialogue: in one scene, looking at his hostages Stallone and Rooker, trying to decide which tasks to give them, he actually says ""You, stay! You, fetch!"" Even a better actor, such as Anthony Hopkins, might have had trouble with that line.<br /><br />Even if Cliffhanger occasionally tosses credibility aside, it does so only for the sake of a more entertaining show.<br /><br />Early in the movie, for example, Lithgow openly says to one of his men ""Retire [Stallone] when he comes down."" No real criminal mastermind would have made this mistake even unconsciously: his carelessness allows Rooker to shout a warning up to Sly on the rock face, and this precipitates a gripping tug-of-war between Stallone and the bad guys trying to pull him down by the rope tied to his leg.<br /><br />Lithgow could have given his order by a more subtle means, but the sequence might not have been as much fun to watch if it hadn't given Rooker an opportunity to openly defy the arrogance of his captor.<br /><br />Done very much in the style of a Saturday matinee serial or (at times) a Western, Cliffhanger is built on such a solid foundation that it survives some weak elements that would have undermined a lesser film.<br /><br />Besides the painfully obvious aircraft models mentioned before, the weak moments include a couple of scenes shot on cheap indoor sets with REALLY fake snow, as well as two other scenes involving bats and wolves that seem unnecessary in an already action-packed narrative. Finally, Harlin's decision to film some of the death scenes in slow motion seems pointless, since the technique contributes nothing to the scenes.<br /><br />It's a shame that Stallone is now too old for action movies, because his character in this movie seems so credible that inevitably I wonder what he would be like years later. But perhaps it's best that Cliffhanger stands on its own for all time, without a sequel: there are enough tired and obsolete movie franchises already. There was an unofficial sequel that called itself Vertical Limit: compared to that clinker, Cliffhanger belongs on the IMDb's Top 250 list.<br /><br />Rating: 8 (Very good, especially considering most of Stallone's other movies.)",1
"No need to detail what others have written in other reviews - here goes the summary: <br /><br />* Much of the nested animation work is downright gorgeous - the colors are superb - would love to have it done in silk as a necktie<br /><br />* The story and execution is a total snooze - it was quite difficult to stay awake at times<br /><br />If you are a student of the fine arts, medieval calligraphy, early religion and so forth - have at it. This is a FILM for you.<br /><br />If you want an engaging, entertaining MOVIE - look elsewhere - this is a failure as anything other than an artistic statement.<br /><br />Vikings didn't have horns by the way...",0
"I would not like to comment on how good the movie was or what were the flaws as I am not a professional film critic and I do not have enough knowledge of making movies. What i do know is that making this kind of a movie in your very first shot is a big achievement and I would like to congratulate the Director for that. However, in some reviews, that i have read, critics have complained that Hiralal's relationship with his brothers was not highlighted, and his siblings were completely erased from the story. Now i would really like to raise a point here that as the name of the movie suggests, it is not a movie about Hiralal's brothers, it is a movie on the relationship of Mahatma Gandhi and his son Hiralal Gandhi, nothing more nothing less. If we start complaining about some characters being kept out of action in the movie, it would be a bit unfair because these characters don't fit in the picture, no matter how relevant they were in real life. So i think it would be better if we stick to the main idea and stop satisfy a critic in ourselves.<br /><br />Enjoy!!!!",1
"The hip hop rendition of a mos def performance (according to the film's musical credits)...it is an incredible piece of savage consciousness that slams the violence in your heart with each ""snap"" if anyone can tell me someplace this song, ""Live Wire Snap"" by Mos Def from ""The Ground Truth"", an undeniable duty to see as the Americans who might not support the mission but embrace each soul caught inside this savage miscalculation of purpose...they take on the haunting as so many of us can sit back and be angry...<br /><br />""Live Wire Snap"" by Mos Def, where can it be found<br /><br />desperate to find it :<br /><br />medically unable to serve",1
"An actor's first film is usually something one can afford to miss - it's often that first job where the lack of film experience by everyone involved is truly on display, and this film is no exception.<br /><br />But worse than that, even by 1982 standards this is so bad, it's hysterically funny. Filmed entirely in the Chicago area on an obviously small budget, most of the acting by the entire cast is stiff, wooden, and cartoonish - a cross between a high school play and bad community theater. Noise from nearby traffic often drowns out the dialog, and the dialog is truly bad, very declarative in a way that comes off as forced and expedient rather than natural and organic. Scenes are contrived and choppy, and even though the characters go through a span of years, neither the children nor the adults age at all.<br /><br />I do believe it's possible to make a Christian film that's palatable to a large, secular audience, but too often the creators of such films are so focused on 'The Message' or in this case, their own autobiographical ties to the project that good film production values are tossed aside. (I'm sure it's no coincidence that the main character has the same name as the producer/director/editor - and cast member.) <br /><br />Luckily, Michael Madsen was much more interesting - and believable - to watch in his subsequent films. Careers like his are certainly not built on films like this one.",0
"You like to solve mysteries? You like complex narrations? This is for you. Brilliant, clever movie by Francis Leclerc(son of a legendary french Canadian signer Felix Leclerc). Flashy photo and clever editing is the word of Leclerc, strongly helped by Roy Dupuis who's dythirambic in the lead role.<br /><br />The plot is about Alexandre Tourneur, veterinary in his 40's who just woke up from a coma after being unplugged by somebody unknown. Tourneur is struggling to remember who hit him as he was ending a deer's sufferings on the road. Throughout the struggling, he has weird behavior and it seems like something took over him.<br /><br />Not spooky, but very mysterious and well played movie. I have my hypothesis on the ending(I think the Indian caused the accident) but this ending was open to any explanations.<br /><br />I strongly recommend it 9.5/10",1
"By all the fawning people have been doing over Miike and his work. I sat through this flick tonight. I figured, if it's half as good as Ringu, as I assumed from these comments it might be, than it will be worth my time.<br /><br />No such luck.<br /><br />I'm all for finding the next great director (or writer), but I don't think Miike is the one. I don't have an NYU Masters of Fine Arts, but I do know this much: a horror movie has to have pacing. It also has to give the viewer more credulity than this movie does.<br /><br />This film's pacing had me shaking my head. Some of the scenes near the end dragged so badly, I went to the fridge and lingered there while Kou Shibasaki stared at the camera for seemingly minutes on end, eyes wide and mouth agape. A famous director once made the claim, and I'm paraphrasing, a movie could be made by turning the camera on a beautiful woman and letting it roll. Kou is not a good enough actress to make that work. She stares paralyzed at the undead girl for more scenes than I care to remember. And she isn't the only one doing an impersonation of a deer in headlights; other cast members apparently feel the need to imitate this non-performance. The script gives them little room to do much else for far too much of the time.<br /><br />I like Asian cinema. Hong Kong action flicks from the last 30 years, Korean horror like ""Phone"" and ""Koma"", Ang Lee's work, some of the trashy but fun Filipino movies with gratuitous sex and fighting, as well as others. Chakushin Ari I could have done without.",0
"I didn't know whether to laugh or cry at this misrepresentation of Canadian history, particularly the disservice done to the history of the Mounted Police in the Yukon.<br /><br />I'll leave it to Pierre Berton, noted historian, born and raised in Dawson City Yukon, and author of the definitive history of the Klondike gold rush, Klondike: The Last Great Gold Rush, 1896-1899 to express my exasperation with this silly movie: <br /><br />The American idea of an untamed frontier, subdued by individual heroes armed with six-guns, was continued in The Far Country, another story about a cowboy from the American west - Wyoming this time - driving his herd of beef cattle into gold country. The picture is a nightmare of geographical impossibilities, but the real incongruity is the major assumption on which the plot turns  that there was only one mounted policeman in all of the Canadian Yukon at the time of the gold rush and that he could not deal with the lawlessness. When James Stewart and Walter Brennan reach the Yukon border with their cattle, the customs shack is empty.<br /><br />""Where is the constable? asks Brennan.<br /><br />""Up on the Pelly River. Trouble with the Chilkats,"" someone replies. He's got a real tough job, that constable. He patrols some ten or twenty thousand square miles. Sometimes he don't get home for two or three months at a time."" <br /><br />The historical truth is that the Yukon Territory during the gold rush was the closest thing to a police state British North America has ever seen. The Northwest Mounted Police was stationed in the territory in considerable numbers long before the Klondike strike. They controlled every route into the Yukon and they brooked no nonsense. They collected customs duties, often over the wails of the new arrivals, made arbitrary laws on the spot about river navigation, and turned men back if they didn't have enough supplies, or if they simply looked bad. In true Canadian fashion, they laid down moral laws for the community. In Dawson the Lord's Day Act was strictly observed; it was a crime punishable by a fine to cut your wood on Sunday; and plump young women were arrested for what the stern-faced police called ""giving a risqué performance in the theatre,"" generally nothing more than dancing suggestively on the stage in overly revealing tights.<br /><br />In such a community, a gunbelt was unthinkable. One notorious bad man from Tombstone who tried to pack a weapon on his hip was personally disarmed by a young constable, who had just ejected him from a saloon for the heinous crime of talking too loudly. The bad man left like a lamb but protested when the policeman, upon discovering he was carrying a gun told him to hand it over. ""No man has yet taken a gun away from me,"" said the American. ""Well, I'm taking it"", the constable said mildly and did so, without further resistance. So many revolvers were confiscated in Dawson that they were auctioned off by the police for as little as a dollar and purchased as souvenirs to keep on the mantelpiece.<br /><br />In 1898, the big year of the stampede, there wasn't a serious crime  let alone a murder  in Dawson. The contrast with Skagway on the American side, which was a lawless town run by Soapy Smith, the Denver confidence man, was remarkable. But in The Far Country Dawson is seen as a community without any law, which a Soapy Smith character from Skagway  he is called Gannon in the picture  can easily control. (In real life, one of Smith's men who tried to cross the border had all his equipment confiscated and was frogmarched right back again by a mounted police sergeant).<br /><br />{in the movie the lone Mountie says} ""Yes I'm the law. I represent the law in the Yukon Territory. About fifty thousand square miles of it.""<br /><br />""Then why aren't there more of you?""<br /><br />""Because yesterday this was a wilderness. We didn't expect you to pour in by the thousands. Now that you're here, we'll protect you.""<br /><br />""When?""<br /><br />""There'll be a post established here in Dawson early in May.""<br /><br />""What happens between now and May? You going to be here to keep order?""<br /><br />""Part of the time.""<br /><br />""What about the rest of the time?""<br /><br />""Pick yourselves a good man. Swear him in. Have him act as marshal""<br /><br />The movie Mountie leaves and does not appear again in the picture. His astonishing suggestion  that an American town marshal, complete with tin star, be sworn in by a group of townspeople living under British jurisprudence  is accepted. Naturally they want to make Jimmy Stewart the marshal; he clearly fits the part. But Stewart is playing the role of the Loner who looks after Number One and so another man is elected to get shot. And he does. Others get shot. Even Walter Brennan gets shot. Stewart finally comes to the reluctant conclusion that he must end all the shooting with some shooting of his own. He pins on the tin star and he and the bully, Gannon, blast away at each other in the inevitable western climax.<br /><br />To anybody with a passing knowledge of the Canadian north, this bald re-telling of the story passes rational belief. <br /><br />excerpt from Hollywood's Canada, by Pierre Berton, 1975.",0
"It has a great name, but thats it and you wont get more than that for your money, in fact the first 30-40mins of the movie you might find it some kind of funny but after that the story goes from one side to another with no particular reason and you just cant understand whats happening until the action its gone.<br /><br />And yet the producers (Roberto Angel Salcedo) calls him an actor, but i don't think the way he does could be called nothing but overacting!!....period. The little kid who plays as his son has totally no sense of acting and i believe it was just a favor he did or something because he had no clue of what he was doing.<br /><br />For some reason while doing the casting they thought that by casting comedians they could made it, but they didn't!! and sometimes the tasteless cheap humor its so bad, i don't buy it.<br /><br />But hopefully this is as bad as it gets. To make people accept those DVD's to the good taste public they will have to offer some food with it, that might work out.<br /><br />Maka",0
"I could name plenty of funny movies. There are comedies that set out to be funny, and are. Some movies, like a Gymkata for example, try to be serious but end up funny. The Ladies Man is a film that is desperately trying to be funny, but could not be less funny if it was about a guy who got a lot of chicks in the middle of the wreckage of a nuclear holocaust. It's anti-funny.<br /><br />I don't think I laughed harder than a chuckle at anything in this movie. It's simply unfunny. It's boring, stupid, inane, annoying, mind-bogglingly bad, but not funny. I don't particularly care for Tim Meadows, or this character from SNL, but I expected better than this.<br /><br />The movie is completely lacking logic or common sense. It's like the script writer had a bag over his head while he was typing and he couldn't see which keys he was hitting. They tell the ""origin"" of the Ladies Man, but fail to include a motivation for his bizarre fascination with acting like it's still the seventies. The movie tries to get humor out of a man who appears to pleasuring himself to porn, shortly after he tried to hang himself. This is comedy? I like to consider myself having a pretty keen sense of humor (Spending a lot of time writing comedy as I do), but maybe I'm just not quite bright enough for this film.<br /><br />Lee Evans, so funny as Tucker in There's Something About Mary, is outrageously bad here. I was pleading with him in my head to shut up.<br /><br />By the end I was pounding on my chair, muttering under my breath, and had the film gone on any longer, would probably have attempted suicide. This film might not be as bad as Battlefield Earth, but it's the first movie I've seen that's come close.<br /><br />",0
"As far as the movie goes, it's an OK science fiction movie. It has a lot of cool stuff in it, and some quality scenes. That said, it's not that good, and some of the stuff is pretty far fetched...<br /><br />As for calling this another cube-movie is utter and complete bullsh!t. This is the very definition of milking a great and inventive original movie... The whole feel to it can be somewhat translated into the core of the first, but the introduction of people/androids as part of the ""team"" behind the cube itself is somewhat a stretch...<br /><br />I gave this a 3*** because of the backstabbing of the original. This one should have been kept sterile in so many parts of the movie that there is no place or time to mention them all...<br /><br />Watchable for those who have not seen Cube & Hypercube, but not recommendable for fans of the series...",0
"... and yet, we were told, there was another hour and 20 minutes left to go.<br /><br />Why, oh, why wasn't there an editor to tell the writer/director to snip, snip, snip? Apparently that writer/director has previously done shorts; as a short, this would have been okay. But the lack of dialogue starts to grate after twenty minutes. The lack of much music glares. The background noises (talking, traffic, and especially a ubiquitous helicopter) get old really fast. But the worst failure is in story. There is precious little beyond a short.<br /><br />After an hour we saw variations of the same scene over and over again. I nearly screamed at the screen, ""We get it, we get it!!!!!"" It's amazing that after that left the theatre, we could drive home, watch the Daily Show and parts of the Colbert Report, get ready for bed,and know that the audience was STILL trapped in the theatre.<br /><br />It's not enough to indulge your vision. You have to give the audience enough to share your vision.",0
"> you are warned this is a spoiler! > This movie is so bad that i doubt i can write enough lines. great direction the shots were well thought out. the actors were very good particularly Richard pryor tho i would have liked to have seen more of him. Madeline Kahn and john houseman were classic. Dudley More god bless him could have done better. John Ritter again i would have liked to see more of him. In my opinion this failure is due totally to writer failure. Maybe the producer could have pulled the plug once he saw what he was creating. Its just too bad that so much money went into this boiler,when with a little change here and there would in my opinion fixed it.They must have paid the writers standard rates. To produce one chuckle.",0
"I could see this film is super He didn't surprise to oneself when so that it was taking place for the truth, this way by itself how swigged flight to the which didn't have the place but it is only such an conspiratorial theory, Right?<br /><br />Very I liked watching this film when I was the child. I am interesting which so that it was if it turned out that such a flight was taking place really, certainly to it for not a belief because it is denying logic and the common sense. Who at healthy senses, sent to kids with space shuttle into the orbit. I very like reading for the subject, American and Soviet space programs. I know a few missions of space shuttles remained provided by CIA with the clause TOP SECRET certainly these are only such my divagations but who knows?",1
"Veteran sleazeball Bruno Mattei is at it again with this erotic thriller that clearly echoes Joel Schumacher's 8MM. But, as expected, Mattei does his movie on a minuscule budget - so that it already looks obscure when it's newly released.<br /><br />After her daughter gets abducted, a mother enters the dark world of underground pornography, because the kidnappers belong to an international organization that direct snuff films as long as the exclusive clients pay well. The search for her daughter does not only lead the mother across Europe, but also into prostitution. She goes to bed with some guys to get her clues. When she finally reaches contact with the snuff organization lead by the mysterious Doctor Hades, she's getting into great danger herself.<br /><br />There is not much good to say about this one, even though it starts promising. Problem is that the movie is by far not as sleazy or explicit as one might expect from the director who made films like BLADE VIOLENT. SNUFF TRAP (which was first released in Russia!) is neither gory enough nor does it contain the amount of nudity and sex to really keep the viewer's attention. The plot isn't that special either, except maybe for the surprisingly many different locations throughout Europe. The ending is hugely disappointing. The acting isn't really remarkable either, except for Anita Auer who plays Doctor Hades: She looks and acts extremely creepy. You don't want to meet her like this in a dark alley (or Your bedroom, for that matter).<br /><br />All in all, SNUFF TRAP only appeals to collectors of Bruno Mattei's films. But it's good to see the man back on the helm again: It was his first thriller since 1994's giallo GLI OCCHI DENTRO.",0
"Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way. Jack Torrance is a man in his forties, married, with one child, and with a past of trouble and alcoholism. The Overlook Hotel in Colorado suspends service during the winter because of its extreme weather, and there is a well-paid job for the person who takes care of the facilities during those five months; and Torrance, who was looking to become a writer, found it perfect. But, the manager advised Torrance about the loneliness in this place during the winter, potentially dangerous, and told him that some caretaker in the past went crazy and murdered his family. Even before they got there, his son Danny, who has some sort of imaginary friend who illuminates him the future (shinning), knew the place wasn't good and didn't want to go. Once they installed themselves in the hotel, things started right but within a month, Jack began acting strange, irritated, and depressed. At this point, we know something is going to happen, but don't know when and how. Scary things happen such as the appearance of two twin girls talking to Danny, and someone who attacked him violently. They are not alone in this place. Later on, Jack started to see other people and immediately felt good with them, like if they were his family; among them the famous psychotic caretaker, Delbert Grady. Grady tells Torrance that he must kill his family because they are ""intruders"" in the hotel. Obeying this order, Jack went for the objective and many of the most scary things I've ever seen happen here. The ending is spectacular and the viewers will stay interested and shocked until the last minute.",1
"Prior to this film, I had only seen two films by director Andrea Bianchi: the trashy zombie flick Le Notti del Terrore (1981), famous amongst horror fans for its unforgettable performance from man-child Peter Bark, and the enjoyably sleazy giallo Strip Nude For Your Killer. Neither film was a particularly spectacular piece of cinema, but both were entertaining in their own special way (and the fact that they featured plenty of gore and nudity didn't hurt). Massacre, however, is dull, dull, dull, despite quite a bit of splatter and the odd spot of gratuitous bare flesh.<br /><br />The story, about a series of murders in a hotel where the cast and crew of a horror film are residing during their shoot, is confusing and oh-so boring: when the blood isn't flowing and the skin isn't on show, the film is a real struggle to sit through (it took me four attempts to finish), with endless scenes of unlikeable characters bickering among themselves and doing very little of note.<br /><br />The only point of interest about the film is that its producer, Lucio Fulci, used several of its death scenes to pad out his mega-gory movie Cat In The Brain (AKA Nightmare Concert). And if you've already seen that film, then there is very little reason to bother with Massacre.",0
"The character of Tarzan has been subjected to so many clichés, and so many bad interpretations, that those who are hoping for a different kind of version (people like me, I mean, who liked the Tarzan books as a kid and have always wished for a movie version that followed the books just a little) ought to know how the recent renditions stack up. Some of the IMDb reviews address this point, but here's my $.02<br /><br />I am aware of only two--count 'em--cinema depictions of Tarzan, namely Greystoke with Christopher Lambert and the Disney animated version, that try to depict Edgar Rice Burrough's rather interesting character (the son of a marooned English noble couple, picked up after their death by a tribe of apes who raise him as one of themselves, and who becomes ""lord of the jungle"" because of his superior human intellect before making it back to England and claiming his other identity) rather than the usual Hollywood jungle-man whose origin remains obscure and whose trademarks are his famous yell, his mysterious inability to speak proper English despite long exposure to people who know the language, his habit of swinging on vines, his strength, heroism, etc. About the only thing these two characters have in common are the name Tarzan and the fact that they both have a wife named Jane. Ron Ely's TV version is something of a compromise: Like Burroughs' character, he speaks good English and is adept and suave in both cultures in a sort of JamesBondish way, but he's no Lord Greystoke and there's no Jane.<br /><br />Well, this film is in a third category of Tarzan films, and I hope it remains a category of one because it's awful. This category uses the character as a vehicle for, of all things, soft porn. Jane, played by legendarily bad actress Bo Derek is in Africa looking for her dad the absent-minded professor who is combing the jungle looking for something which is never specified. Though her dad is supposed to have been missing for a long time, she finds him effortlessly. Richard Harris as the dad is the best thing here; he sees the film is stupid so he has fun overacting and hamming in a way that reminds me of Peter O'Toole's deliberately silly performance in What's New Pussycat. Dad explains the legend of Tarzan (""some sort of ghost or spirit"" he says--either a steal from, or an inartistic attempt at homage to, King Kong) to his daughter, who is at this point unfamiliar with the ape-man. Shortly afterward, we hear the infamous cliché of the Tarzan yell. Dad dies, which oddly doesn't seem to faze his devoted daughter very much. And then.....<br /><br />Then Tarzan appears, but says nothing. Indeed, he says nothing during the entire film. He and Jane fall in love, and they romp around wearing almost nothing as she recites doggerel love-poetry off-screen. The End. That's the plot. <br /><br />Well, not exactly; there's also a scene where Tarzan wrestles unrealistically with a boa constrictor--a most unusual boa, since it's the only poisonous one ever seen. Jane treats the bite with the aid of a chimp who helps by wringing out the garment she tears off to bind the wound with (I'm not making this up!), and this is only one of many excuses for her to take her clothes off.<br /><br />I always like to conclude a review by saying something positive, but this time it's hard. Let's see... well, it's unfair to criticize this film for featuring an orangutan, even though we all know orangutans don't live in Africa; after all, the classic Tarzan movies all used Indian elephants, did they not? Also, you have to admit that Bo Derek is pretty in face and form. (But in that case why the hell didn't she just make a career as an art model? What does it say about a movie when it becomes plain boring to look at a pretty woman? I actually haven't decided whether it's a positive or a negative that they never showed her crotch.) But now I realize: try as I may, I can't end on a positive note. <br /><br />See this film if you're a bad film buff. I'm outa here.",0
"It's a testament to Gosha's incredible film-making prowess that he was able to complete both Hitokiri and his stunning masterpiece, Goyokin, in the same year, 1969. And it's a testament to how criminally underrated he remains for the general public (compared to media darlings like the great Akira Kurosawa), that both Hitokiri and Goyokin have received less than 500 votes between the two of them.<br /><br />Shintaro Katsu is Okada Izo: mad dog killer, loyal to the Tosha clan and their boss Takechi, played by another genre stalwart, Tatsuya Nakadai. The Tosha clan was part of a larger alliance that supported the Emperor against the flailing Shogunate. The historical backdrop is fairly accurate - with Japan's increasing political turmoil between imperialists and the Tokugawa and the pressure by the West to end a 300 year social and political seclusion. It helps a lot to know a thing or two about Japanese history and what eventually led to the Meiji Restoration and the abolition of the Tokugawa Shogunate, but it's not essential by any means. The movie was made primarily for a Japanese audience so certain things are taken for granted but it flows very well for the uninitiated as well.<br /><br />As one would expect from a Hideo Gosha film in his golden years (the late 60's) the visual palette is breathtaking, the use of external and internal symbolism hiding behind pictorial beauty. Style however is never decorative for Gosha - it is always employed in the service of story. <br /><br />And speaking of story, Hitokiri is dominated both literally and figuratively by the tortured main character Izo Okada. As most chambara protagonists, Izo finds himself in a moral double-bind, torn between giri (obligation) and ninjo (natural impulse) - although it takes a while for him to realize what exactly his giri is. In the first half of the movie Izo is trying for social self-advancement. Lofty aspirations of social rank and marriage with an aristocrat's daughter - a great progression for someone coming from a farmer's background in the rigid social caste system of 19th century Japan. <br /><br />The turning point for Izo is when he realizes at what cost self-advancement comes, the loss of identity and by consequence the loss of self. It is at that point that he undergoes a very symbolic transformation from a famous swordsman of the Tosha Clan to a ""nameless"" drifter without past or future, Torazo the Vagrant. Although not technically nameless and not a genre drifter in Yojimbo's mold, it is the loss of his former self and the cast off of ego, ambition and self-dillusion that allows Izo to see things as they really are and redeem himself. <br /><br />Hitokiri ends (which I won't reveal here) in the best way any story can end: both positive and negative with a deeply ironic twist that gives Izo the last laugh, a last sardonic remark in the face of death.",1
"I had the distinct displeasure of seeing this movie at the 2006 Vancouver International Film Festival. I have been attending this festival for over 5 years, and I have certainly seen some poor movies on occasion. However, 'First Bite' has reached a brand new low in film. In spite of being shot in beautiful locations, with the occasional, exquisite close up of fabulous food, the movie contorts an excessive number of plot twists and stilted characters until I was practically begging for it to end.<br /><br />The lead actor, David La Haye, completely failed to show any character development throughout the movie, portraying a pompous chef from beginning to end. Additional sub-plots, such as eating disorders, were developed so poorly and completely did not fit within any context that the movie had shown up to that point.<br /><br />A theme of mysticism was used as a poor attempt to conceal a movie that achieves nothing, goes nowhere, and completely disappoints.",0
"Robert Duvall is a direct descendent of Confederate General Robert E. Lee, according the IMDb.com movie database. After seeing this film, you may think Duvall's appearance is reincarnation at it's best. One of my most favorite films. I wish the composer, Peter Rodgers Melnick had a CD or there was a soundtrack available. Wonderful scenery and music and ""all too-true-to-life,"" especially for those of us that live in, or have moved to, the South. This is a ""real moment in time."" Life moves on, slowly, but ""strangers we do not remain.""",1
"Parasomnia has an interesting premises, but the story is poorly done without any tension or even a logical approach. The cast in unconvincing, even Patrick Kilpatrick, who played great roles in movies like Scanner Cop 2, Open Fire, Under Siege 2 and Eraser. The rest of the cast is unknown (and not very good) with the exception of Jeffrey Combs. (Herbert West from the great Re-Animator trilogy). But he can play roles like this in his sleep (which is a little what he does here). The main problem is that the actions of the characters make no sense at all. The story is rather dull and predictable with cheap computer effects mixed with some gory scenes, especially at the end.<br /><br />This could have been so much better, I do not get the good reviews on this one. It is below average really.",0
"Tripping Over. I must say at first I was a little disappointed in the first few episodes, but having faith in the show, and Abe Forsythe's unquestionable talent, I continued to watch. I can safely say I'm now glad that I did. The story did develop quite well, and all the characters have a strong base, and most don't have any information missing.<br /><br />The only thing I can fault in this production is the somewhat annoying voice and pronunciation possessed by the character Lizzie.<br /><br />Some good acting coupled with a stellar plot really gets this show over the line. Here's to hoping for another season!",1
"This is my first comment! This is a fantastic movie! I watched it all by luck one night on TV. At first 5 minutes i thought it was a B movie, but afterward i understood what an amazing product this was.<br /><br />I suggested to some friends to see the movie, only to tell me that it was a bad B movie. How wrong. Superficial critiques.<br /><br />I think that the movie is almost a product of genius! The well known director made an excellent job here and it is a shame to tell that he was out of the game all this time.",1
"L'Hypothèse du tableau volé/The Hypothesis of the Stolen Painting (1979) begins in the courtyard of an old, three-story Parisian apartment building. Inside, we meet The Collector, an elderly man who has apparently devoted his life to the study of the six known existing paints of an obscure Impressionist-era painter, Tonnerre. A narrator recites various epigrams about art and painting, and then engages in a dialogue with The Collector, who describes the paintings to us, shows them to us, tells us a little bit about the painter and the scandal that brought him down, and then tells us he's going to show us something....<br /><br />As he walks through a doorway, we enter another world, or worlds, or perhaps to stretch to the limits, other possible worlds. The Collector shows us through his apparently limitless house, including a large yard full of trees with a hill; within these confines are the 6 paintings come to life, or half-way to life as he walks us through various tableaux and describes to us the possible meanings of each painting, of the work as a whole, of a whole secret history behind the paintings, the scandal, the people in the paintings, the novel that may have inspired the paintings. And so on, and so on. Every room, every description, leads us deeper into a labyrinth, and all the while The Collector and The Narrator engage in their separate monologues, very occasionally verging into dialogue, but mostly staying separate and different.<br /><br />I watched this a second time, so bizarre and powerful and indescribable it was, and so challenging to think or write about. If I have a guess as to what it all adds up to, it would be a sly satire of the whole nature of artistic interpretation. An indicator might be found in two of the most amusing and inexplicable scenes are those in which The Collector poses some sexless plastic figurines -- in the second of them, he also looks at photos taken of the figurines that mirror the poses in the paintings -- then he strides through his collection, which is now partially composed of life-size versions of the figures. If we think too much about it and don't just enjoy it, it all becomes just faceless plastic....<br /><br />Whether I've come to any definite conclusions about ""L'Hypothèse du tableau volé"", or not, I can say definitely that outside of the early (and contemporaneous) works of Peter Greenaway like ""A Walk Through H"", I've rarely been so enthralled by something so deep, so serious, so dense....and at heart, so mischievous and fun.",1
